CoVaR_sim_JPM,CoVaR_l_JPM
-0.057071091,-0.077327638
-0.097549241,-0.169115481
-0.040880081,-0.067374822
-0.10392889,-0.286416962
-0.245979534,-0.665343587
-0.191458781,-0.548870185
-0.086582048,-0.187851347
-0.07939628,-0.188048373
-0.096479935,-0.328722351
-0.126846328,-0.355067744
-0.130134161,-0.329808399
-0.130300825,-0.269656362
-0.120967691,-0.319128905
-0.098095373,-0.24393128
-0.086831808,-0.185154052
-0.037532545,-0.185962171
-0.074812396,-0.195143951
-0.089078794,-0.189225914
-0.07437608,-0.166461956
-0.057205214,-0.280072041
-0.054581686,-0.010256414
-0.050863155,-0.165113099
-0.07988519,-0.241777101
-0.079408087,-0.218815236
-0.146004104,-0.392573626
-0.095059306,-0.201997448
-0.09784565,-0.2049269
-0.122066599,-0.29735161
-0.096616975,-0.207784276
-0.114379606,-0.366220264
-0.090966414,-0.234374837
-0.119649989,-0.314743402
-0.11316019,-0.28852222
-0.112938284,-0.34218934
-0.111166886,-0.288063126
-0.146448968,-0.407520515
-0.139659646,-0.379560616
-0.092937107,-0.285024432
-0.127671319,-0.363445416
-0.136870885,-0.328478535
-0.059404866,-0.154762695
-0.068849442,-0.145330268
-0.046354565,-0.103441771
-0.079502739,-0.133948288
-0.040123103,-0.093219657
-0.070375543,-0.095228987
-0.031338706,-0.078693331
-0.056015732,-0.106774979
-0.086225996,-0.138298806
-0.070099283,-0.150104123
-0.064669423,-0.146346768
-0.096113199,-0.205419894
-0.090761605,-0.233071651
-0.079521302,-0.184910918
-0.066000477,-0.180240517
-0.056234002,-0.201523384
-0.063549606,-0.237071935
-0.04905682,-0.159411333
-0.06874331,-0.153492452
-0.074646677,-0.148997899
-0.060738748,-0.145751178
-0.058165338,-0.157050973
-0.033303675,-0.119090284
-0.077597963,-0.14274216
-0.062174238,-0.14971771
-0.040626856,-0.085010622
-0.050704213,-0.087280738
-0.056245214,-0.118030415
-0.071104969,-0.132638535
-0.086257293,-0.1758539
-0.065693756,-0.128230609
-0.105307963,-0.305617471
-0.074309999,-0.203572537
-0.051430784,-0.134986994
-0.063267193,-0.148537865
-0.076816904,-0.139379203
-0.087674605,-0.174152936
-0.101437269,-0.174127833
-0.079870448,-0.165808743
-0.117389656,-0.238220031
-0.09486586,-0.195035493
-0.059169336,-0.165887908
-0.072921868,-0.085357943
-0.118837327,-0.210558563
-0.158283867,-0.314824644
-0.163049786,-0.19589407
-0.119513391,-0.182892943
-0.061935965,-0.158256686
-0.092728858,-0.239530379
-0.090903594,-0.181014104
-0.122154491,-0.318550969
-0.114339642,-0.345543315
-0.122134767,-0.250895437
-0.140876781,-0.30224172
-0.12424546,-0.205794879
-0.146259484,-0.203291698
-0.145713391,-0.213312099
-0.188495247,-0.254577424
-0.186444082,-0.283421147
-0.144389315,-0.304747443
-0.176029959,-0.313759474
-0.168304924,-0.334626598
-0.146702883,-0.277813197
-0.097769915,-0.173628953
-0.112987793,-0.223868048
-0.078319094,-0.119798678
-0.063134558,-0.076931194
-0.066522655,-0.088317694
-0.020629051,-0.067194394
-0.022379809,0.001257485
-0.047616257,-0.168372314
-0.056930362,-0.128874468
-0.053968409,-0.075318985
-0.06289772,-0.159985857
-0.059992851,-0.150125453
-0.038825753,-0.12062262
-0.053116412,-0.177297932
-0.03897143,-0.095062661
-0.063835759,-0.145561219
-0.051354706,-0.118380738
-0.039922281,-0.120033057
-0.037288244,-0.121769328
-0.055906439,-0.129053625
-0.085596898,-0.253856234
-0.13807264,-0.28238402
-0.207588384,-0.305957769
-0.152696348,-0.349264055
-0.146700486,-0.23466138
-0.149563645,-0.29002288
-0.076149246,-0.074912769
-0.106428342,-0.129350602
-0.134532618,-0.145054879
-0.106081597,-0.104366043
-0.113222013,-0.11948491
-0.086220018,-0.050516616
-0.13704975,-0.124219687
-0.106041663,-0.104489791
-0.069569544,-0.055801811
-0.068428107,-0.096471621
-0.087817334,-0.130021544
-0.093075284,-0.144733278
-0.050863506,-0.014595569
-0.061327265,-0.042941727
-0.059520544,-0.062460344
-0.086209621,-0.070626587
-0.076386141,-0.037312811
-0.113733088,-0.093703105
-0.06074067,-0.063713417
-0.031938346,-0.082541604
-0.053098886,-0.106954909
-0.060737171,-0.098453561
-0.035944413,-0.001171613
-0.008885424,0.007487253
-0.057337165,-0.079434996
-0.073497452,-0.122964969
0.008881201,0.029909404
-0.037334189,-0.039259452
-0.08040827,-0.108200036
