Date,total_connectedness,averaged_lambda
11/12/2009,46.21354303,7.52771911
18/12/2009,44.88218582,7.384933078
25/12/2009,44.54435057,7.268571738
01/01/2010,45.74156625,7.153574518
08/01/2010,44.17726475,7.149742838
15/01/2010,42.983025,7.187302956
22/01/2010,42.3375695,7.081258825
29/01/2010,43.22188554,6.655213565
05/02/2010,42.9247294,6.533350673
12/02/2010,40.93367797,6.214171924
19/02/2010,43.88852367,5.429810437
26/02/2010,41.56329578,5.302041384
05/03/2010,42.9074343,5.065782929
12/03/2010,42.34477777,4.974365566
19/03/2010,41.93850619,4.843963413
26/03/2010,41.81586794,4.829397093
02/04/2010,41.87717313,4.776677607
09/04/2010,41.12486535,4.775841252
16/04/2010,40.16743379,4.116489051
23/04/2010,37.58574949,3.492985465
30/04/2010,37.04915918,3.495428063
07/05/2010,38.35514015,3.607772611
14/05/2010,44.07602498,3.483294884
21/05/2010,42.50577648,3.611586736
28/05/2010,41.48891394,3.60756756
04/06/2010,41.05313112,3.568408067
11/06/2010,41.61141349,3.532940839
18/06/2010,40.85165866,3.510763277
25/06/2010,45.35735873,3.302310269
02/07/2010,43.25117417,3.376761102
09/07/2010,47.22656713,3.303248136
16/07/2010,48.90863671,3.250222336
23/07/2010,45.97330275,3.281933517
30/07/2010,46.55296085,3.265764618
06/08/2010,47.43478392,3.333687169
13/08/2010,45.96621436,3.412227386
20/08/2010,47.06678592,3.386835679
27/08/2010,46.10240892,3.33354199
03/09/2010,47.80739399,3.400626611
10/09/2010,47.92815572,3.386594072
17/09/2010,48.49736845,3.283329103
24/09/2010,48.4042942,3.239393406
01/10/2010,48.02997798,3.271384257
08/10/2010,44.42708982,3.121831517
15/10/2010,44.786953,3.191920881
22/10/2010,45.12649195,3.179162557
29/10/2010,43.334362,3.185492024
05/11/2010,42.82842028,3.270945123
12/11/2010,46.86506852,3.326003253
19/11/2010,45.40307161,3.237156917
26/11/2010,46.56428072,3.293751498
03/12/2010,46.79351472,3.323230281
10/12/2010,46.48348313,3.378271913
17/12/2010,44.64282704,3.29579074
24/12/2010,42.69777764,3.349815041
31/12/2010,41.36761639,3.323237627
07/01/2011,40.43987264,3.27154939
14/01/2011,38.83301578,3.318064685
21/01/2011,39.67229816,3.309603467
28/01/2011,40.37485955,3.227949591
04/02/2011,40.07597736,3.288789166
11/02/2011,39.33873103,3.340695709
18/02/2011,38.18969527,3.415106986
25/02/2011,40.22376705,3.426232289
04/03/2011,39.99497227,3.428708743
11/03/2011,40.14534692,3.420529036
18/03/2011,41.06449068,3.407008196
25/03/2011,40.17150432,3.405197778
01/04/2011,38.50331154,3.390410943
08/04/2011,39.57963993,3.315284605
15/04/2011,42.9604961,3.100204004
22/04/2011,42.20025367,3.084490842
29/04/2011,46.33074143,2.932873112
06/05/2011,44.09387533,2.906723382
13/05/2011,43.10040136,2.868065442
20/05/2011,43.01535113,2.857963735
27/05/2011,42.2700078,2.825606397
03/06/2011,41.4642301,2.915736496
10/06/2011,32.94969769,2.763505996
17/06/2011,34.04956866,2.533853617
24/06/2011,32.99734847,2.517642776
01/07/2011,37.84663951,2.501395012
08/07/2011,37.24609411,2.407679928
15/07/2011,36.47491014,2.54330727
22/07/2011,33.56400489,2.43280356
29/07/2011,29.39948651,2.620108826
05/08/2011,29.88311556,3.079783175
12/08/2011,28.35752546,3.159336157
19/08/2011,27.1707828,3.432991464
26/08/2011,37.63227441,3.43873738
02/09/2011,37.25274524,3.408895523
09/09/2011,37.96574766,3.425553646
16/09/2011,43.8481526,3.376583145
23/09/2011,45.55036528,3.749260042
30/09/2011,46.32365169,3.698193001
07/10/2011,47.38825122,3.6805276
14/10/2011,50.28841546,3.778944981
21/10/2011,51.0746078,3.686703831
28/10/2011,51.22060252,3.745736563
04/11/2011,51.55840738,3.777349611
11/11/2011,52.04344849,3.805212794
18/11/2011,52.28806646,3.683062304
25/11/2011,53.79059934,3.844681315
02/12/2011,55.87387562,4.017984283
09/12/2011,55.7193871,4.072038892
16/12/2011,56.32184153,3.989733811
23/12/2011,56.50964802,4.022836035
30/12/2011,57.12805111,3.973868067
06/01/2012,56.64833838,3.965277847
13/01/2012,56.22998274,3.973412219
20/01/2012,55.57674731,3.9577829
27/01/2012,54.63330207,4.075990856
03/02/2012,55.78015682,4.005268082
10/02/2012,56.32027563,4.014161485
17/02/2012,56.1462133,4.0351941
24/02/2012,55.92777697,4.065590786
02/03/2012,55.58765977,3.985977863
09/03/2012,54.72888761,4.039806525
16/03/2012,54.19971467,4.037446249
23/03/2012,54.45926005,4.130972743
30/03/2012,53.98331949,4.181840646
06/04/2012,53.41135572,4.097939453
13/04/2012,55.1059619,4.036685343
20/04/2012,54.68967289,4.046281412
27/04/2012,53.41902092,4.062387454
04/05/2012,52.63588679,4.049919174
11/05/2012,53.11173944,4.075728738
18/05/2012,53.559178,4.124757691
25/05/2012,53.1027041,4.148451187
01/06/2012,53.15603353,4.232660927
08/06/2012,51.30470904,4.278410871
15/06/2012,51.50986738,4.246046931
22/06/2012,51.64824082,4.206406381
29/06/2012,49.17562716,4.23978083
06/07/2012,49.45412041,4.144523618
13/07/2012,52.31672699,3.943530074
20/07/2012,52.18941219,3.7699256
27/07/2012,51.2430561,3.711455313
03/08/2012,49.71618757,3.540129626
10/08/2012,49.29037113,3.641919799
17/08/2012,50.32768616,3.578376381
24/08/2012,47.68138245,3.580915446
31/08/2012,46.86593113,3.259841184
07/09/2012,47.61339103,3.45188935
14/09/2012,48.29579624,3.45722259
21/09/2012,48.9278004,3.244204428
28/09/2012,49.17106869,3.229210452
05/10/2012,46.42149423,3.206385504
12/10/2012,49.40479714,3.104024486
19/10/2012,49.57131336,3.062810069
26/10/2012,50.16081686,2.98786672
02/11/2012,35.13598302,3.081983984
09/11/2012,39.70102447,2.679518058
16/11/2012,38.27074917,2.684506069
23/11/2012,33.71241401,2.811150502
30/11/2012,34.52661953,2.780243992
07/12/2012,33.93864501,2.715282255
14/12/2012,32.21762642,2.738027263
21/12/2012,33.00152589,2.739153414
28/12/2012,33.5528977,2.649226635
04/01/2013,33.87612547,2.629687646
